id,title,genre,imdb_link,plot,poster_path
32770,Brothers,"Drama, War",tt0386342,"Michael has everything under control: a successful military career, a beautiful wife and two daughters. His younger brother Jannik is a drifter, living on the edge of the law. When Michael is sent to Afghanistan on a UN mission the balance between the two brothers changes forever. Michael is missing in action - presumed dead - and Sarah is comforted by Jannik, who against all odds shows himself capable of taking responsibility for both himself and the family. It soon becomes clear that their feelings have developed beyond mutual sympathy. When Michael comes home, traumatized by being held prisoner in the mountains of Afghanistan, nothing is the same...",data/posters/32770-brothers.jpeg
455,Free Willy,"Adventure, Drama, Family",tt0106965,"Fishermen separate a young orca whale (Willy) from his parents and he ends up in a fish bowl at a marina. Meanwhile, a street kid runs afoul of the law and gets caught vandalising the marina, but his social worker gets him off the hook (so to speak) provided he cleans up his mess at the marina. While there, he befriends the whale and teaches him tricks, something the trainer hasn't been able to do. But when Willy is a dud in front of the audience, the marina owner plans some bad things, and the boy and his friends must try to (*** MAJOR SPOILERS ***) free Willy.",data/posters/455-free-willy.jpeg
5521,The Principal,"Action, Crime, Drama, Thriller",tt0093780,"Rick Latimer is a teacher who gets a job as the principal of a school with a very bad reputation. In fact, his transfer there is a kind of punishment because he beat his wife's boyfriend. So, Rick finds himself in a school where drugs, knives and guns are very usual things...",data/posters/5521-the-principal.jpeg
26409,The Clonus Horror,"Horror, Romance, Sci-Fi",tt0078062,"A young man escapes from a government-run project called 'Clonus' only to find out that Jeff Knight (Peter Graves), a presidential candidate, is conspiring to keep Clonus a secret. Top government officials are aware of it and support the super-secret project, because they are cloning themselves to live longer and better lives at the expense of their slave-like clone counterparts. Ethical and moral values are explored as the escapee known as Richard (Tim Donnelly) returns to Clonus, only to find his girlfriend lobotomized for government security purposes.",data/posters/26409-the-clonus-horror.jpeg
3652,City of the Living Dead,Horror,tt0081318,"In the small New England town of Dunwich, a priest commits suicide by hanging himself in the church cemetery which somehow opens the gates of hell allowing the dead to rise. Peter, a New York City reporter, teams up with a young psychic, named Mary, to travel to the town where they team up with another couple, psychiatrist Jerry and patient Sandra, to find a way to close the gates before All Saints Day or the dead all over the world will rise up and kill the living.",data/posters/3652-city-of-the-living-dead.jpeg
48342,Conversations with Other Women,"Comedy, Drama, Romance",tt0435623,"A man runs into a woman at a wedding. They start to flirt and talk and find that they get along. Throughout their discussion, the man talks about certain memories as if they were common to the two of them. We gradually learn that there may have been a previous connection between these two when they were younger. This just leaves more questions as their past is slowly revealed.",data/posters/48342-conversations-with-other-women.jpeg
4847,Fat Girl,Drama,tt0243255,"A Ma Soeur! is a provocative and shocking drama about sibling rivalry, family discord and relationships. Elena is 15, beautiful and flirtatious. Her less confident sister, Anais, is 12, and constantly eats. On holiday, Elena meets a young Italian student who is determined to seduce her. Anais is forced to watch in silence, conspiring with the lovers, but harbouring jealousy and similar desires. Their actions, however, have unforeseen tragic consequences for the whole family.",data/posters/4847-fat-girl.jpeg
8015,The Phantom Tollbooth,"Animation, Adventure, Comedy, Family, Fantasy, Musical",tt0064806,"Milo is a boy who is bored with life. One day he comes home to find a toll booth in his room. Having nothing better to do, he gets in his toy car and drives through - only to emerge in a world full of adventure.",data/posters/8015-the-phantom-tollbooth.jpeg
39435,The Legend of Zorro,"Action, Adventure, Romance, Thriller, Western",tt0386140,"The Legendary Zorro goes off on another adventure to protect the future of California and its citizens. This time, he fights against evil-doers with the help of his beautiful wife, Elena, and their precocious young son, Joaquin. Alejandro De LaVega is torn between two worlds: his life as Zorro and his life as a family man. After Alejandro once again breaks his promise to stop wearing the mask, Elena leaves him, and soon begins seeing Armand, a haughty French Count. But a mysterious explosion in the desert leads Zorro to believe that there's more to Armand than meets the eye, and our hero is intent on finding out what that is. Little does he know, there are others working to uncover certain truths as well.",data/posters/39435-the-legend-of-zorro.jpeg
6959,Timeline,"Action, Adventure, Sci-Fi, War",tt0300556,"In this case, a group of archaeologists and combat experts led by Paul Walker and Frances O'Connor use a ""3-D fax machine"" (so much for technobabble!) to time-travel back to France in 1357, in hopes of retrieving Walker's father and returning safely to the present. No such luck! Fending for themselves against marauding hordes of medieval French warriors at war with the invading British, these semi-intrepid travelers find their body count rising, and the deadline for their return home is rapidly approaching.",data/posters/6959-timeline.jpeg
2664,Invasion of the Body Snatchers,"Drama, Horror, Sci-Fi",tt0049366,"Dr. Miles Bennell returns to his small town practice to find several of his patients suffering the paranoid delusion that their friends or relatives are impostors. He is initially skeptical, especially when the alleged dopplegängers are able to answer detailed questions about their victim's lives, but he is eventually persuaded that something odd has happened and determines to find out what is causing this phenomenon. This film can be seen as a paranoid 1950s warning against those Damn Commies or, conversely, as a metaphor for the tyranny of McCarthyism (or the totalitarian system of Your Choice) and has a pro- and epilogue that was forced upon Siegel by the studio to lighten the tone.",data/posters/2664-invasion-of-the-body-snatchers.jpeg
302,Queen Margot,"Biography, Drama, History, Romance",tt0110963,"The night of August 24, 1572, is known as the Massacre of St. Bartholomew. In France a religious war is raging. In order to impose peace a forced wedding is arranged between Margot de Valois, sister of the immature Catholic King Charles IX, and the Hugenot King Henri of Navarre. Catherine of Medici maintains her behind-the-scenes power by ordering assaults, poisonings, and instigations to incest.",data/posters/302-queen-margot.jpeg
4407,Salvador,"Drama, History, Thriller, War",tt0091886,"A journalist, down on his luck in the US, drives to El Salvador to chronicle the events of the 1980 military dictatorship, including the assasination of Archbishop Oscar Romero. He forms an uneasy alliance with both guerillas in the countryside who want him to get pictures out to the US press, and the right-wing military, who want him to bring them photographs of the rebels. Meanwhile he has to find a way of protecting his Salvadorean girlfriend and getting her out of the country.",data/posters/4407-salvador.jpeg
2310,The Mighty,"Comedy, Drama",tt0119670,"This tells the story of a strong friendship between a young boy with Morquio's syndrome and an older boy who is always bullied because of his size. Adapted from the novel, Freak the Mighty, the film explores a building of trust and friendship. Kevin, an intelligent guy helps out Maxwell to improve his reading skills. In return, Kevin wants Maxwell to take him out places since he is not allowed out unauthorized. Being the social outcasts of the town, Kevin and Maxwell come to realize that they are similar to each other and accept that they are ""freaks"" and nothing will stop them.",data/posters/2310-the-mighty.jpeg
49,When Night Is Falling,"Drama, Romance",tt0114916,"Camille and Martin are in love and teachers at a christian college; they get the opportunity to get a better job, but they would have to marry for that. But when Camille's dog dies, she recognizes that her love for Martin is not even as big as the love for her dog. After that, Camille gets to know Petra, and Petra falls in love with Camille. They meet again, but Camille is very unsure about her feelings. When Martin is away for a weekend, Camille and Petra meet in the Circus where Petra is working as an acrobat. They spend the night together, but Martin finds out about it and is shocked. He has an argument with Camille, and she goes burying her dog in the snow, and falls asleep...",data/posters/49-when-night-is-falling.jpeg
5004,The Party,Comedy,tt0063415,"By a twist of fate, clumsy still good-hearted, aspiring actor Hrundi V. Bakshi, is invited to attend Fred ""General"" Clutterbuck's big party, after having utterly ruined the set of his latest feature film. What Mr. Clutterbuck doesn't know, is that Bakshi is present at his gathering, merrily mingling with the highly-esteemed guests he and his wife have wholeheartedly invited. The night is approaching and all of the guests have finally assembled in this magnificent villa, equipped with the latest innovations modern technology has to offer. In this cozy and friendly atmosphere, drinks are flowing, food is in abundance and everybody is having a great time with light conversations and in high spirits, enjoying the music from the band. But when Bakshi accidentally has his first-ever sip of alcohol and his real identity is finally revealed, only God knows how this well-thought party is going to end up...",data/posters/5004-the-party.jpeg
47952,The Covenant,"Action, Adventure, Fantasy, Horror, Mystery, Thriller",tt0475944,"Four best friends, young warlocks of the same coven who all share a same secret: a magic powers, suddenly have to protect themselves from a stranger-another warlock just like them who has come to town to destroy their coven after a 300 years old hate...",data/posters/47952-the-covenant.jpeg
2159,Henry: Portrait of a Serial Killer,"Biography, Crime, Drama, Horror, Thriller",tt0099763,"Loosely based on serial killer Henry Lee Lucas, the film follows Henry and his roommate Otis who Henry introduces to murdering randomly selected people. The killing spree depicted in the film starts after Otis' sister Becky comes to stay with them. The people they kill are strangers and in one particularly gruesome attack, kill all three members of a family during a home invasion. Henry lacks compassion in everything he does and isn't the kind to leave behind witnesses - of any kind.",data/posters/2159-henry-portrait-of-a-serial-killer.jpeg
7223,D.O.A.,"Drama, Film-Noir, Mystery, Thriller",tt0042369,"Small-town accountant Frank Bigelow goes to San Francisco for a week's fun prior to settling down with fiancée Paula. After a night on the town, he wakes up with more than just a hangover; doctors tell him he's been given a ""luminous toxin"" with no antidote and has, at most, a week to live! Not knowing who did it or why, Bigelow embarks on a frantic odyssey to find his own murderer.",data/posters/7223-doa.jpeg
8950,The Machinist,"Drama, Thriller",tt0361862,"Trevor Reznik is a machinist in a factory. An extreme case of insomnia has led to him not sleeping in a year, and his body withering away to almost nothing. He has an obsessive compulsion to write himself reminder notes and keep track of his dwindling weight, both scribbled on yellow stickies in his apartment. The only person he lets into his life in an emotional sense is Stevie, a prostitute, although he has an infatuation with Maria, a single mother waitress working in an airport diner. His co-workers don't associate with and mistrust him because of not knowing what is going on in his life that has led to his emaciated physical appearance. A workplace incident further alienates him with his coworkers, and in conjunction with some unfamiliar pieces of paper he finds in his apartment, Trevor believes that someone or some people - probably one or some of his coworkers - are out to get him, using a phantom employee named Ivan as their front. As Trevor goes on a search for evidence as to Ivan's schemes and whereabouts, Trevor may come to a true understanding of what has caused his insomnia.",data/posters/8950-the-machinist.jpeg
2529,Planet of the Apes,"Adventure, Sci-Fi",tt0063442,Taylor and two other astronauts come out of deep hibernation to find that their ship has crashed. Escaping with little more than clothes they find that they have landed on a planet where men are pre-lingual and uncivilized while apes have learned speech and technology. Taylor is captured and taken to the city of the apes after damaging his throat so that he is silent and cannot communicate with the apes.,data/posters/2529-planet-of-the-apes.jpeg
2096,Sleeping Beauty,"Animation, Family, Fantasy, Musical, Romance",tt0053285,"After a beautiful princess is born in to royalty everyone gathers to exchange gifts. Everything is perfectly fine until an unwanted guest appears, Magnifient. Magnificent curses a spell on the young princess and tells here that she will fall asleep at sunset on the evening of her 16th birthday, and that the only way to wake her up were the tears from here true love. Finally the day comes. Will she be left to sleep forever?",data/posters/2096-sleeping-beauty.jpeg
6374,The In-Laws,"Action, Comedy, Thriller",tt0314786,"In four days, Jerry Peyser and Steve Tobias will become in-laws when their respective offspring, Melissa Peyser and Mark Tobias, get married. Married Jerry is a Chicago area podiatrist. He is risk averse to an extreme, afraid of heights including being in tall buildings and flying, even watching airline commercials. He is also extremely controlling, having organized the lavish wedding against the simple affair Melissa had envisioned. He is aggravated that he has not yet met Steve, who has missed one family function after another. Divorced Steve is a photocopy machine salesman... or so Mark says. In reality, Steve is a deep undercover CIA field agent, something that Mark knows but is unable to divulge to anyone, even Tracy and her family. His work, which has always overtaken his life, is the reason Steve has missed all these family events. Steve is unwilling to hand over reigns of his cases to his junior partner, the capable Angela Harris. Steve finally meets the Peysers, which Steve manipulates into an undercover work dinner. Steve's current mission involves setting up the sale of twenty year old runaway ""Olga"" to a French arms dealer, violent Jean-Pierre Thibodoux, which is purely a cover to obtain information clandestinely from Thibodoux. Jerry inadvertently gets embroiled in Steve's case when he overhears the beginning of the deal going down. Jerry does not believe Steve to be one of ""the good guys"", especially as he learns that the FBI is after Steve, who they believe has become a rogue agent. This belief may affect not only their time together, but their lives and whether Melissa and Mark will get married. Thrown into the mix is Mark's mother/Steve's ex-wife, Judy Tobias, who hates almost everything about her ex-husband except one thing...",data/posters/6374-the-in-laws.jpeg
3502,My Life,Drama,tt0107630,"Life is going well for Bob Jones: great job, beautiful loving wife and a baby on the way. Then he finds out that he has kidney cancer that will leave him dead within months. He sets out to videotape his life's acquired wisdom for his child, and ends up on a voyage of self-discovery and reconciliation.",data/posters/3502-my-life.jpeg
2548,The Rage: Carrie 2,"Horror, Sci-Fi, Thriller",tt0144814,"After the suicide of her only friend, Rachel Lang has never felt more on the outside. The one person who reached out to her, Jessie Ryan, also happens to be part of the popular crowd that lives to torment outsiders like her. However, Rachel has something else that separates her from the rest, secret amazing powers to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage 23 years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted powers. But as Rachel slowly learns to trust, a terrible trap is being laid for her, and making her angry could prove to be deadly.",data/posters/2548-the-rage-carrie-2.jpeg
6345,A Chorus Line,"Drama, Music, Musical",tt0088915,"A director is casting dancers for a large production. Large numbers of hopefulls audition, hoping to be selected. Throughout the day, more and more people are eliminated, and the competition gets harder. Eventually, approximately a dozen dancers must compete for a few spots, each hoping to impress the director with their dancing skill. But, is this really what the director is looking for?",data/posters/6345-a-chorus-line.jpeg
8938,Tarnation,"Documentary, Biography",tt0390538,"Part documentary, part narrative fiction, part home movie, and part acid trip. A psychedelic whirlwind of snapshots, Super-8 home movies, old answering machine messages, video diaries, early short films, snippets of '80s pop culture, and dramatic reenactments to create an epic portrait of an American family travesty. The story begins in 2003 when Jonathan learns that his schizophrenic mother, Renee, has overdosed on her lithium medication. He is catapulted back into his real and horrifying family legacy of rape, abandonment, promiscuity, drug addiction, child abuse, and psychosis. As he grows up on camera, he finds the escapist balm of musical theater and B horror flicks and reconnects to life through a queer chosen family. Then a look into the future shows Jonathan as he confronts the symbiotic and almost unbearable love he shares with his beautiful and tragically damaged mother.",data/posters/8938-tarnation.jpeg
909,The Apartment,"Comedy, Drama, Romance",tt0053604,"As of November 1, 1959, mild mannered C.C. Baxter has been working at Consolidated Life, an insurance company, for close to four years, and is one of close to thirty-two thousand employees located in their Manhattan head office. To distinguish himself from all the other lowly cogs in the company in the hopes of moving up the corporate ladder, he often works late, but only because he can't get into his apartment, located off of Central Park West, since he has provided it to a handful of company executives - Mssrs. Dobisch, Kirkeby, Vanderhoff and Eichelberger - on a rotating basis for their extramarital liaisons in return for a good word to the personnel director, Jeff D. Sheldrake. When Baxter is called into Sheldrake's office for the first time, he learns that it isn't just to be promoted as he expects, but also to add married Sheldrake to the list to who he will lend his apartment. What Baxter is unaware of is that Sheldrake's mistress is Fran Kubelik, an elevator girl in the building who Baxter himself fancies. In turn, Sheldrake has no idea of Baxter's own interest in Fran. And Fran, who is in love with Sheldrake, has no idea that she is only the latest in a long line of Sheldrake's mistresses, that Sheldrake has no intention of leaving his wife for her, and that the apartment belongs to Baxter, who she likes as a friend. As some of these facts come to light on Christmas Eve, one of the three makes a unilateral decision. That decision sets off a series of events over the course of the next week which makes each of the three examine what he/she really wants which in turn may be incompatible with the other two. They are helped along the way by Dobisch, Kirkeby, Vanderhoff and Eichelberger who are now feeling neglected as Baxter no longer needs their assistance in moving up, by Miss Olsen, Sheldrake's long serving secretary who was also once his mistress, and by Dr. Dreyfus, a physician and one of Baxter's many exasperated neighbors who believes Baxter is a playboy based on all the noise he hears in Baxter's apartment and the plethora of empty liquor bottles Baxter seems to be always discarding.",data/posters/909-the-apartment.jpeg
973,Meet John Doe,"Comedy, Drama, Romance",tt0033891,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement. At last everyone, even Ann, takes her creation seriously...but publisher D.B. Norton has a secret plan.",data/posters/973-meet-john-doe.jpeg
8984,Ocean's Twelve,"Crime, Thriller",tt0349903,"They pulled off one of the biggest heists ever and now they have another job to complete. Ocean's Eleven, which consisted off Danny Ocean (Clooney), Rusty Ryan (Pitt) and Linus Caldwell (Damon) and others, all thought they would be able to enjoy their money, but someone has other plans. Terry Benedict (Garcia) is still fuming after losing his money and wants it back. The team now have the job of getting all the money they spent back, or risk being thrown in jail. How are they going to get it all back? By pulling off another amazing plan.",data/posters/8984-oceans-twelve.jpeg
6298,Malibu's Most Wanted,"Comedy, Crime",tt0328099,"Brad Gluckman (Kennedy) is a wannabe rap star from Malibu who acts and talks like he's from the ""'hood."" Concerned that his son is going to embarrass him during his campaign to become the governor of California, Brad's wealthy father and his campaign manager (Underwood), hire two trained actors (Diggs and Anderson) to disguise themselves as ""real life gangstaz"", and kidnap his son, dropping him off in the ""real hood"" in Compton, in an effort to scare the ghettofied attitude and behavior out of him.",data/posters/6298-malibus-most-wanted.jpeg
179,Mad Love,"Comedy, Drama, Romance",tt0113729,"The high-school student Matt Leland lives with his twin brother and sister and his father in a house by the lake. When the teenager Casey Roberts moves to the house on the other side of the lake, Matt snoops into her room with his telescope. They meet each other and soon they fall in love with each other. One day, Matt is taking a test at school and Casey activates the fire alarm to stop the test. She is suspended and her father decides to check her into a psychiatric institution. However Matt breaks her out of the hospital. They travel in Matt's car and have lots of fun until the day Matt discovers that Casey has bipolar disorder with periods of depression and periods of elevated mood. When she tries to commit suicide, Matt realizes that she needs specialized help.",data/posters/179-mad-love.jpeg
1079,A Fish Called Wanda,"Comedy, Crime",tt0095159,"In London, George Thomason, his seductive American girlfriend Wanda Gershwitz, and their associate Ken Pile are planning their latest crime, a diamond heist that should net them £13 million. They plan on leaving the country with the goods after the heist. On Wanda's recommendation, they enlist the help of her brother, Otto, a weapons expert, for this heist. In reality, Otto is not Wanda's brother, but her latest lover, a dimwit who gets off on his own body odor, who believes he's an intellectual because he reads Nietzsche, and who does not tolerate being called stupid by anyone. Wanda has one weakness in men which is how Otto was able to get her to be his lover: speaking Italian in seduction. Wanda and Otto plan to double cross George by having him arrested for the heist, while they abscond with the jewels. Wanda further plans to triple cross Otto by eliminating him from the picture after she has the jewels. They are able to get George arrested with him not knowing who tipped the police off, in the process George being implicated by an elderly eyewitness named Eileen Coady. With George in jail, Wanda and Otto discover that he in turn has protected his investment by moving the jewels from their agreed to hiding location, he not telling anyone except Ken some hint of where they are. Ken, an animal lover with an extreme stuttering problem, is given a task by George: kill Mrs. Coady before she is able to testify against him, as she is the crown's primary witness. Meanwhile, Wanda has a plan of her own to reach her end goal: seduce George's defense lawyer, Archie Leach, in finding out any and all of George's secrets concerning the heist, including the location of the jewels. Archie may be easy prey for Wanda's seduction as Archie's wife is a self-absorbed woman who pays Archie little attention. Otto may throw a wrench into Wanda's plans if he finds out what she's doing only feeling that she being solely his lover trumps all else.",data/posters/1079-a-fish-called-wanda.jpeg
1440,Amos & Andrew,"Comedy, Crime",tt0106266,"When Andrew Sterling, a successful black urbanite writer buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, Chief Tolliver realizes his mistake and to avoid the bad publicity offers a thief in his jail, Amos Odell a deal. Amos is to pretend to take Andrew prisoner and hold him for ransom but let him go and escape. Amos and Andrew suddenly realize that the Chief's problems are all gone if the two of them both die in a gun battle. The worst partnership in film history then tries to get away from the local police.",data/posters/1440-amos--andrew.jpeg
6870,Mystic River,"Crime, Drama, Mystery, Thriller",tt0327056,"In the summer of 1975 in a neighborhood in Boston, 3 kids, Dave Boyle and two of his friends, Jimmy and Sean, are playing on the sidewalk when Dave gets abducted by two men and endures several days of sexual abuse. Eventually, Dave escapes traumatized throughout adulthood. Jimmy is an ex-con and a father of three, whose daughter Katie, is found dead and Dave becomes the number one suspect. Sean is a homicide detective, investigating Katie's murder, ends up finding himself faced with past and present demons as more is uncovered about Katie's murder. Learning Katie had a boyfriend, ballistics later turn up a gun belonging to the father, which then puts her boyfriend as the suspect. Will Sean find out who killed Katie? Will Jimmy make it through the investigation? And will Dave ever find out what really happened when he was abducted?",data/posters/6870-mystic-river.jpeg
25769,"Steamboat Bill, Jr.","Action, Comedy, Drama, Family, Romance",tt0019421,"Following through on a promise to his mother, William Canning Jr. goes to River Junction to meet his father who has not seen him since he was a child. The younger Canning isn't quite what the elder was expecting but the old man has bigger problems. He's being put out of business by J.J. King, who not only owns the local hotel and bank, but has recently introduced a new paddle wheel steamer that puts Cannings older boat, the Stonewall Jackson, to shame. Bill Jr. and Kitty King take a liking to each other much to the dismay of both of their fathers. When a fierce storm hits River Junction, Bill Jr. is forced to save Kitty, her father and his father.",data/posters/25769-steamboat-bill-jr.jpeg
7108,Crime Story,"Action, Crime, Drama",tt0108656,"A dark and handsome true-crime thriller about kidnapping and police corruption in Hong Kong. Once of Jackie Chan's most serious roles, but still overflowing with spectacular acrobatic sequences.",data/posters/7108-crime-story.jpeg
5749,Ghost Story,"Drama, Horror, Thriller",tt0082449,"Four successful elderly gentlemen, members of the Chowder Society, share a gruesome, 50-year old secret. When one of Edward Wanderley's twin sons dies in a bizarre accident, the group begins to see a pattern of frightening events developing.",data/posters/5749-ghost-story.jpeg
5990,Pinocchio,"Comedy, Family, Fantasy",tt0255477,"Despite guidance from the Blue Fairy and the love of his father, a wooden puppet's curious spirit leads him into one wild adventure after another.",data/posters/5990-pinocchio.jpeg
43558,Big Momma's House 2,"Comedy, Crime",tt0421729,"Undercover Agent Malcolm Turner is back and this time he's out to expose the suspected designer of a deadly computer ""worm"" that would allow outside forces access to sophistical and critical government intelligence files. But unfortunately, the only way the crafty agent can get next to the worm's creator, Tom Fuller, is to access the programmer's Orange County home as the new ""nanny"" to Fuller and his wife Leah's children: toddler Andrew and his two older sisters, Carrie and Molly. This means that Malcolm must once again rely on his sure-fire alter ego, the take-no-prisoners Hattie Mae Pierce, a.k.a. ""Big Momma,"" to bring down the bad guys and prove that a woman's work is never done! But once undercover, the job proves another tough juggling act for Big Momma as ""she"" must manage the hectic lives of the three Fuller kids, keep up with their myriad of daily activities, and handle the many household chores, all while secretly trying to dig up information on Tom's computer virus. Of course, Malcolm's hardest and most comical task is staying in Big Momma character throughout, which requires the trickiest of physical and vocal transformations, not to mention the ability to think really fast on his pumps. Hilarious situations ensue for ""Big Momma"" while trying to trap her prey, including, infiltrating a ritzy women's day spa, leading a bawdy teen cheerleading competition, and surviving a crazy jet ski chase, all while trying to keep ""her"" wig straight and skirts smooth. Along the way, ""Big Momma"" also helps bring the fractured Fuller clan back together and, in turn, Malcolm develops a newfound appreciation for his own family, which includes stepson Trent and expectant pregnant wife Sherrie. Malcolm also learns he can strike a successful balance between his work and home responsibilities, without shortchanging either side in the process.",data/posters/43558-big-mommas-house-2.jpeg
6009,The City of Lost Souls,"Crime, Drama, Thriller",tt0246498,Japanese-Brazilian Mario and Chinese hairdresser Kei are lovers. Kei is about to be deported. He manages to escape. His plan is to get passports and stow away on a ship headed for a foreign country. With his girlfriend he tries to steal money from the mafia. Instead he gets cocaine which he sells. But Kei is captured by Yakuza and he must save her...,data/posters/6009-the-city-of-lost-souls.jpeg
4321,City Slickers,"Comedy, Western",tt0101587,"Mitch is a middle aged big-city radio ads salesman. He and his friends Ed and Phil are having mid-life crisis. They decide the best birthday gift is to go on a two week holiday in the wild west driving cattle from New Mexico to Colorado. There they meet cowboy Curly who not only teaches them how to become real cowboys, but also one or two other things about life in the open air of the west.",data/posters/4321-city-slickers.jpeg
2442,Hilary and Jackie,"Biography, Drama, Music",tt0150915,"British sisters Hilary du Pré and Jacqueline du Pré are both talented musicians, Hilary a flautist, Jackie a cellist. With regard to their musical prowess, they have always had a friendly competitive nature with each other, fueled in large part by the want of their pianist mother, Iris, for them to achieve musical greatness. But underlying this friendliness is a deep desire to be truly better than the other. Despite or perhaps in part because of her flamboyant performance style, the younger Jackie emerges from the shadows of older Hilary's more triumphant childhood successes to become the renowned musician in the family. Although both continue with their music and both end up marrying (Hilary to Kiffer Finzi, and Jackie to pianist Daniel Barenboim), Hilary focuses on her home life, whereas Jackie focuses on her career. A seemingly odd request by Jackie to Hilary is later understood, but Hilary's agreement to that request demonstrates the true nature of their loving but unusual sisterly relationship.",data/posters/2442-hilary-and-jackie.jpeg
7895,Bring Me the Head of Alfredo Garcia,"Action, Crime, Drama, Thriller, Western",tt0071249,"A family scandal causes a wealthy and powerful Mexican rancher to make the pronouncement--'Bring me the head of Alfredo Garcia!' Two of the bounty-hunters thus dispatched encounter a local piano-player in their hunt for information. The piano-player does a little investigating on his own and finds out that his girlfriend knows of Garcia's death and last resting place. Thinking that he can make some easy money and gain financial security for he and his (now) fiancée, they set off on this goal. Of course, this quest only brings him untold misery, in the form of trademark Peckinpah violence.",data/posters/7895-bring-me-the-head-of-alfredo-garcia.jpeg
7976,Ken Park,Drama,tt0209077,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim. But they spend precious little time together and none of them seems to know much about one another's family lives. This bizarre dichotomy underscores their alienation # the result of suburban ennui, a teenager's inherent sense of melodrama, and the disturbing nature of their home environments.",data/posters/7976-ken-park.jpeg
7983,Broadway Danny Rose,Comedy,tt0087003,"Danny Rose is a manager of artists, and although he's not very successful, he nevertheless goes out of his way to help his acts. So when Lou Canova, a singer who has a chance of making a come-back, asks Danny to help him with a problem, Danny helps him. This problem is Lou's mistress Tina. Lou wants Tina to be at his concerts, otherwise he can't perform, but he's married, so Danny has to take her along as if she was his girlfriend. Danny however gets more than he has bargained for when two mobsters come looking for the guy who has hurt their brother by stealing the heart of Tina, the girl he loves.",data/posters/7983-broadway-danny-rose.jpeg
2492,20 Dates,"Biography, Comedy, Romance",tt0138987,"Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth?",data/posters/2492-20-dates.jpeg
1565,Head Above Water,"Comedy, Thriller",tt0116502,"In this dark comedy, a supreme court judge (George) and his very young wife (Nathalie) are on vacation at her family's summer home on an island. When the caretaker, her childhood pal, Lance, takes George on a fishing trip an old flame (Kent) shows up to surprise Nathalie while she's alone. After a night of drinking Nathalie awakes to find Kent, naked and dead in her bed, just as her husband and Lance are arriving. Panicked, Nathalie hides the body but as everyone finds out it just leads to more trouble as they try to dispose of the body and eventually discover what really happened to her ex.",data/posters/1565-head-above-water.jpeg
