id,title,genre,imdb_link,plot,poster_path
258,A Kid in King Arthur's Court,"Adventure, Comedy, Family, Fantasy, Romance",tt0113538,"Young Calvin Fuller is pulled into King Arthur's court by Merlin. His mission: to save Camelot. To do this he must overcome the villain known as Lord Belascoe, train to become a knight, and rescue the Princess Katherine, who has fallen in love with him. Ultimately, He must help Arthur regain his confidence before he can go home.",data/posters/258-a-kid-in-king-arthurs-court.jpeg
259,Kiss of Death,"Crime, Drama, Thriller",tt0113552,"Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want 'Little Junior'",data/posters/259-kiss-of-death.jpeg
260,Star Wars: Episode IV - A New Hope,"Action, Adventure, Fantasy, Sci-Fi",tt0076759,"The Imperial Forces, under orders from cruel Darth Vader, hold Princess Leia hostage in their efforts to quell the rebellion against the Galactic Empire. Luke Skywalker and Han Solo, captain of the Millennium Falcon, work together with the companionable droid duo R2-D2 and C-3PO to rescue the beautiful princess, help the Rebel Alliance and restore freedom and justice to the Galaxy.",data/posters/260-star-wars-episode-iv---a-new-hope.jpeg
261,Little Women,"Drama, Family, Romance",tt0110367,"Louisa May Alcott's autobiographical account of her life with her three sisters in Concord, Massachusetts in the 1860s. With their father fighting in the American Civil War, sisters Jo, Meg, Amy and Beth are at home with their mother, a very outspoken women for her time. The story tells of how the sisters grow up, find love and find their place in the world.",data/posters/261-little-women.jpeg
262,A Little Princess,"Drama, Family, Fantasy",tt0113670,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth. Sara's belief that ""every girl's a princess"" is tested to the limit, however, when word comes that her father was killed in action and his estate has been seized by the British government.",data/posters/262-a-little-princess.jpeg
263,Ladybird Ladybird,Drama,tt0110296,"This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.",data/posters/263-ladybird-ladybird.jpeg
265,Como agua para chocolate,"Drama, Romance",tt0103994,"In a forgotten Mexico village Tita and Pedro fall in love, but their marriage is forbidden as to traditions. Mother Elena sees Tita's role as her caretaker for life - no youngest daughter has ever married and her daughter will not be the first to break tradition. Tita's heart breaks when her mother offers Pedro her sister instead of her, and he accepted it just to live near Tita- he says. Now they live in the same house, and mother Elena cannot forbid their love as she did their marriage.",data/posters/265-como-agua-para-chocolate.jpeg
266,Legends of the Fall,"Drama, Romance, War, Western",tt0110322,"In early 20th-century Montana, Col. William Ludlow lives in the wilderness with his sons, Tristan, Alfred and Samuel. Eventually, the unconventional but close-knit family encounters tragedy when Samuel is killed in World War I. Tristan and Alfred survive their tours of duty, but, soon after they return home, both men fall for Samuel's gorgeous fiancée, Susannah, and their intense rivalry begins to destroy the family.",data/posters/266-legends-of-the-fall.jpeg
267,Major Payne,"Adventure, Comedy, Family",tt0110443,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch or ragtag losers with no hope. Using such teaching tools as live grenades and real bullets, Payne starts to instill the Corps with some hope. But when Payne is recalled to fight in Bosnia, will he leave the Corps that has just started to believe in him, or will he find out that killin' ain't much of a livin'?",data/posters/267-major-payne.jpeg
269,Mi vida loca,"Crime, Drama",tt0107566,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",data/posters/269-mi-vida-loca.jpeg
270,Love Affair,"Comedy, Drama, Romance",tt0110391,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. Both engaged to others, they become romantic on board the ship sent to take the 'plane passengers to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up, the other doesn't, but they run into each other afterwards.",data/posters/270-love-affair.jpeg
271,Losing Isaiah,Drama,tt0113691,"An African-American baby, abandoned by his crack addicted mother is adopted by a white social worker and her husband. Several years later, the baby's mother finds out her son is not dead, as she thought before and goes to court to get him back.",data/posters/271-losing-isaiah.jpeg
272,The Madness of King George,"Biography, Comedy, Drama, History",tt0110428,"A meditation on power and the metaphor of the body of state, based on the real episode of dementia experienced by George III [now suspected a victim of porphyria, a blood disorder]. As he loses his senses, he becomes both more alive and more politically marginalized; neither effect desirable to his lieutenants, who jimmy the rules to avoid a challenge to regal authority, raising the question of who is really in charge.",data/posters/272-the-madness-of-king-george.jpeg
273,Mary Shelley's Frankenstein,"Drama, Horror, Romance, Sci-Fi",tt0109836,"In 1794, in the Arctic Sea, Captain Robert Walton is a man obsessed to reach the North Pole, pushing his crew to exhaustion. When his ship hits an iceberg, it is stranded in the ice. Out of the blue, Captain Walton and his men overhear a dreadful cry and they see a stranger coming to the ship. He introduces himself and Victor Frankenstein and he tells to the captain the story of his life since he was a little boy in Geneva. Victor is a brilliant student and in love with his stepsister Elizabeth, an orphan that was raised by his father Baron Frankenstein. In 1793, Victor moves to Ingolstadt to study at the university and he promises to get married to Elizabeth. At the university, Victor befriends Henry Clerval who becomes his best friend. Victor gets close to Professor Waldman and decides to create life to cheat death, but Waldman advises him that he should not try this experiment since the result would be an abomination. When Waldman dies, Victor steals his notes and tries to create life. He succeeds and gives life to a strong Creature, composed of parts of deceased persons. However he realizes that his experiment is a mistake and he abandons the Creature expecting that it will die alone. However the Creature survives and learns how to read and write, but he is a monster rejected by society and his own creator. The Creature decides to seek revenge from Victor by killing everyone he loves.",data/posters/273-mary-shelleys-frankenstein.jpeg
274,Man of the House,"Comedy, Family",tt0113755,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",data/posters/274-man-of-the-house.jpeg
275,Mixed Nuts,"Comedy, Drama",tt0110538,"Philip runs a crisis hotline with Catherine and Mrs Munchnik. That's the easy part, now it gets tricky... Stanley loves evicting people and he evicts Philip. Philip loves helping people and he is loved by Catherine. Catherine is loved by Louie who loves writing songs. Chris loves dancing to songs and loves to wear large dresses. Gracie also loves to wear large dresses because she's pregnant. She loves the baby's father, Felix, who loves to paint. That just leaves Mrs. Munchnik who hasn't been loved by anybody in a very long time.",data/posters/275-mixed-nuts.jpeg
276,Milk Money,"Comedy, Romance",tt0110516,"Young Frank and his pals get an idea for the ultimate in excitement. They decide to pool their savings, bicycle to the nearby Big City, and hire some woman of the streets to strip for them. Things do not work out that simply, but they do meet V, a Hooker With A Heart Of Gold, who ends up giving them a ride home. Soon she is living in Frank's treehouse, unbeknownst to Frank's widowed father Tom, who thinks she is one of Frank's teachers. Soon, however, the evil Waltzer comes looking for V.",data/posters/276-milk-money.jpeg
277,Miracle on 34th Street,"Family, Fantasy",tt0110527,"A little girl discovers dreams do come true if you really believe. Six-year-old Susan has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the ""secret"" about Santa a long time ago, so Susan doesn't expect to receive the most important gifts on her Christmas list. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all - something to believe in.",data/posters/277-miracle-on-34th-street.jpeg
278,Miami Rhapsody,"Comedy, Romance",tt0113808,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.",data/posters/278-miami-rhapsody.jpeg
279,My Family,Drama,tt0113896,"This epic film traces over three generations an immigrant family's trials, tribulations, tragedies and triumphs. Jose and Maria, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the 1950s. As the second generation become adults in the 1960s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",data/posters/279-my-family.jpeg
280,Murder in the First,"Drama, Thriller",tt0113870,"Henri Young stole five dollars from a post office and ended up going to prison - to the most famous, or infamous, prison of them all: Alcatraz. He tried to escape, failed, and spent three years and two months in solitary confinement - in a dungeon, with no light, no heat and no toilet. Milton Glenn, the assistant warden, who was given free reign by his duty-shirking superior, was responsible for Young's treatment. Glenn even took a straight razor and hobbled Young for life. After three years and two months, Young was taken out of solitary confinement and put with the rest of the prisoners. Almost immediately, Young took a spoon and stabbed a fellow prisoner in the neck, killing him. Now, Young is on trial for murder, and if he's convicted he'll go to the gas chamber. An eager and idealistic young attorney, James Stamphill, is given this impossible case, and argues before a shocked courtroom that Young had a co-conspirator. The true murderer, he says, was Alcatraz.",data/posters/280-murder-in-the-first.jpeg
281,Nobody's Fool,"Comedy, Drama",tt0110684,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",data/posters/281-nobodys-fool.jpeg
282,Nell,Drama,tt0110638,"Nell is a girl who's been brought up in an isolated world. The only people she knew were her mother and twin sister. They lived together in a cottage in the forest. Nobody has ever met Nell. After her mother's death, she's discovered by the local doctor Jerome. He's fascinated by her, since she speaks a mangled language, developed by her sister and herself growing up, ""twin speak"" if you will. But Paula, a psychology student, wants her observed in a laboratory. The judge decides they get three months to observe her in the forest, after which he'll decide about Nell's future.",data/posters/282-nell.jpeg
283,New Jersey Drive,"Crime, Drama",tt0113967,"Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",data/posters/283-new-jersey-drive.jpeg
284,New York Cop,"Action, Crime, Drama",tt0117169,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",data/posters/284-new-york-cop.jpeg
285,Beyond Bedlam,"Comedy, Horror",tt0106402,"Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides occur at Dr. Lyell's apartment complex, Homicide Detective Terry Hamilton connects the mysterious deaths to the drug's diabolical side effects on Gilmour. Only after they too begin to experience horrible dreams and hallucinations do Terry and Stephanie realize they are trapped in Gilmour's nightmarish world, from which there is no hope of escape.",data/posters/285-beyond-bedlam.jpeg
287,Nina Takes a Lover,"Comedy, Romance",tt0110671,"When Ninas husband goes off for a few weeks to work, she meets and starts seeing a photographer. This story is told as an interview by a journalist writing about adultery who is talking with both Nina and the photographer in separate interviews. Through him, we learn much about the couple and their attitudes on adultery.",data/posters/287-nina-takes-a-lover.jpeg
288,Natural Born Killers,"Action, Crime, Drama",tt0110632,"Mickey Knox and Mallory Wilson aren't your typical lovers - after killing her abusive father, they go on a road trip where, every time they stop somewhere, they kill pretty well everyone around them. They do however leave one person alive at every shootout to tell the story and they soon become a media sensation thanks to sensationalized reporting. Told in a highly visual style.",data/posters/288-natural-born-killers.jpeg
289,Only You,"Comedy, Romance",tt0110737,"Destiny. Faith (Marisa Tomei) believes that two soul-mates can be united if they find each other. From the Ouija board, she has found the name of her missing half, and it is D-A-M-O-N B-R-A-D-L-E-Y. Later, at the carnival, the fortune teller sees the name Damon Bradley in the Crystal Ball and Faith is convinced. She is told that ""You make your own destiny,...don't wait for it to come to you"", but she is looking for Damon. 14 years later, she is engaged to a dull podiatrist and plans to marry until she gets a call from one of his classmates who is on his way to Venice, Italy. The classmate is Damon Bradley. Rushing to the airport to see her soul-mate, she misses him and the plane, but decides, then and there, to go after him. So Faith and her sister-in-law Kate both board the next plane for Italy hoping to find her Damon.",data/posters/289-only-you.jpeg
290,Once Were Warriors,"Crime, Drama",tt0110729,"Set in urban Auckland (New Zealand) this movie tells the story of the Heke family. Jake Heke is a violent man who beats his wife frequently when drunk, and yet obviously loves both her and his family. The movie follows a period of several weeks in the family's life showing Jake's frequent outburst of violence and the effect that this has on his family. The youngest son is in trouble with the police and may be put into a foster home while the elder son is about to join a street gang. Jake's daughter has her own serious problems which are a key element in the plot.",data/posters/290-once-were-warriors.jpeg
291,Poison Ivy II,"Drama, Thriller",tt0114151,Lily is a sheltered art student from Michigan going to school in California. She finds an apartment and her roommates aren't quite normal. One day she finds a box of items belonging to a girl she's never met before. But in the box are nude pictures of the girl and her diary. Lily begins reading the diary and realizes that she's going to change her life and become a wild woman! She begins dating a guy and at the same time her art instructor begins to lust after her. The struggle begins when her boyfriend thinks she's unfaithful to him and her art teacher becomes obsessed.,data/posters/291-poison-ivy-ii.jpeg
292,Outbreak,"Action, Drama, Thriller",tt0114069,"In July of 1967, In Motaba River Valley, Zaire, a virus with a 100% mortality rate starts infecting people. The virus becomes known as the Motaba virus, and it's so deadly that it causes severe bleeding and liquefies internal organs, killing within 3 days. The virus wipes out Motaba River Valley, and a devastatingly huge fire bomb is dropped onto Motaba River Valley in order to reduce the chances of further infection. The bomb was dropped on the orders of corrupt General Donald McClintock, even though an army surgeon, General Bill Ford, was against the idea. 27 years later, in 1994, there is another outbreak in Motaba River Valley. At the United States Army Medical Research Institute of Infectious Diseases (USAMRIID), located at Fort Detrick in Maryland, Colonel Sam Daniels is doing research on the Motaba virus, and so is his ex-wife Roberta Keough, who works at the Center for Disease Control and Prevention (CDC) in Atlanta, Georgia. A monkey carrying the Motaba virus stows away on a ship that is heading for the USA, and after the monkey's arrival, people in Cedar Creek, California start becoming infected by the virus. Sam and Roberta head into Cedar Creek with fellow doctor Casey Schuler, and they start searching for the monkey, thinking that the monkey is the key to finding a cure. Along the way, Sam stumbles onto some information that may be of help -- McClintock has been concealing vital information from the president of the United States. Since 1967, McClintock and Ford have been in possession of E-1101, a serum that was made to cure the virus. McClintock has been trying to stop Ford from coming forward with this information, and so far, McClintock has succeeded. McClintock now wants to drop onto Cedar Creek the kind of firebomb that was dropped on Motaba River Valley 27 years ago. Sam and Roberta figure out that the virus in the Cedar Creek outbreak is a new strain of the Motaba virus -- an airborne strain that is even more contagious than the flu. When a new serum is made to stop the new strain, Sam and Roberta set out to stop McClintock from having the town blown up.",data/posters/292-outbreak.jpeg
293,Léon: The Professional,"Action, Crime, Drama, Thriller",tt0110413,"After her father, mother, older sister and little brother are killed by her father's employers, the 12-year-old daughter of an abject drug dealer is forced to take refuge in the apartment of a professional hitman who at her request teaches her the methods of his job so she can take her revenge on the corrupt DEA agent who ruined her life by killing her beloved brother.",data/posters/293-léon-the-professional.jpeg
294,The Perez Family,"Comedy, Romance, Drama",tt0114113,"In an attempt to secure a sponsor, an unlikely group of Cuban refugees become a ""family"" as the U.S. Immigration and Naturalization Service gives families priority over others. In the process, a political prisoner who hasn't seen his wife for twenty years and a disaffected sugarcane cutter fall in love. An excitable brother and a lovestruck cop contribute to the general confusion. The inevitable humorous romantic entaglements ensue as a final confrontation is set up.",data/posters/294-the-perez-family.jpeg
295,A Pyromaniac's Love Story,"Comedy, Romance",tt0114210,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie.",data/posters/295-a-pyromaniacs-love-story.jpeg
296,Pulp Fiction,"Crime, Drama",tt0110912,"Jules Winnfield (Samuel L. Jackson) and Vincent Vega (John Travolta) are two hit men who are out to retrieve a suitcase stolen from their employer, mob boss Marsellus Wallace (Ving Rhames). Wallace has also asked Vincent to take his wife Mia (Uma Thurman) out a few days later when Wallace himself will be out of town. Butch Coolidge (Bruce Willis) is an aging boxer who is paid by Wallace to lose his fight. The lives of these seemingly unrelated people are woven together comprising of a series of funny, bizarre and uncalled-for incidents.",data/posters/296-pulp-fiction.jpeg
298,Pushing Hands,"Comedy, Drama",tt0105652,"Master Chu, a retired Chinese Tai-Chi master, moves to Westchester, New York to live with his son Alex, his American daughter-in-law Martha, and their son Jeremy. However, Martha's second novel is suffering from severe writers' block brought on by Chu's presence in the house. Alex must struggle to keep his family together as he battles an inner conflict between cultural tradition and his modern American lifestlye.",data/posters/298-pushing-hands.jpeg
299,Priest,"Drama, Romance",tt0110889,"Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",data/posters/299-priest.jpeg
300,Quiz Show,"Biography, Drama, History",tt0110932,"An idealistic young lawyer working for a Congressional subcommittee in the late 1950s discovers that TV quiz shows are being fixed. His investigation focuses on two contestants on the show ""Twenty-One"": Herbert Stempel, a brash working-class Jew from Queens, and Charles Van Doren, the patrician scion of one of America's leading literary families. Based on a true story.",data/posters/300-quiz-show.jpeg
301,Picture Bride,"Drama, Romance",tt0114129,"The story of 16-year-old Riyo who journeys to Hawaii in 1918 to marry a man she has never met, except through photographs and letters they have exchanged. Hoping to escape a troubled past and to start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age and Hawaii is not the paradise she expected. As Riyo comes to terms with her new home, she discovers a land full of hardship, struggle--and unexpected joy.",data/posters/301-picture-bride.jpeg
302,Queen Margot,"Biography, Drama, History, Romance",tt0110963,"The night of August 24, 1572, is known as the Massacre of St. Bartholomew. In France a religious war is raging. In order to impose peace a forced wedding is arranged between Margot de Valois, sister of the immature Catholic King Charles IX, and the Hugenot King Henri of Navarre. Catherine of Medici maintains her behind-the-scenes power by ordering assaults, poisonings, and instigations to incest.",data/posters/302-queen-margot.jpeg
303,The Quick and the Dead,"Action, Romance, Thriller, Western",tt0114214,"Ellen, an unknown female gunslinger rides into a small, dingy and depressing prairie town with a secret as to her reason for showing up. Shortly after her arrival, a local preacher, Cort, is thrown through the saloon doors while townfolk are signing up for a gun competition. The pot is a huge sum of money and the only rule: that you follow the rules of the man that set up the contest, Herod. Herod is also the owner, leader, and ""ruler"" of the town. Seems he's arranged this little gun-show-off so that the preacher (who use to be an outlaw and rode with Herod) will have to fight again. Cort refuses to ever use a gun to kill again and Herod, acknowledging Cort as one of the best, is determined to alter this line of thinking ... even if it gets someone killed ...",data/posters/303-the-quick-and-the-dead.jpeg
304,Roommates,"Comedy, Drama",tt0114296,An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,data/posters/304-roommates.jpeg
305,Ready to Wear,"Comedy, Drama",tt0110907,"A fashion show in Paris draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Lots of unconnected stories which all revolve around this show, and an all-star cast.",data/posters/305-ready-to-wear.jpeg
306,Three Colors: Red,"Drama, Mystery, Romance",tt0111495,"Valentine is a young model living in Geneva. Because of a dog she ran over, she meets a retired judge who spies his neighbours' phone calls, not for money but to feed his cynicism. The film is the story of relationships between some human beings, Valentine and the judge, but also other people who may not be aware of the relationship they have with Valentine or/and the old judge. Redemption, forgiveness and compassion...",data/posters/306-three-colors-red.jpeg
307,Three Colors: Blue,"Drama, Music, Mystery, Romance",tt0108394,"The first part of Kieslowski's trilogy on France's national motto: Liberty, Equality, and Fraternity. 'Blue' is the story of Julie who loses her husband, an acclaimed composer and her young daughter in a car accident. The film's theme of liberty is manifested in Julie's attempt to start life anew, free of personal commitments, belongings, grief or love. She intends to numb herself by withdrawing from the world and living completely independently, anonymously and in solitude in the Parisian metropolis. Despite her intentions, people from her former and present life intrude with their own needs. However, the reality created by the people who need and care about her, a surprising discovery and the music around which the film revolves heal Julie and draws her back to the land of the living.",data/posters/307-three-colors-blue.jpeg
308,Three Colors: White,"Comedy, Drama, Romance",tt0111507,"Karol (Polish) marries Domininque (French) and moves to Paris. The marriage breaks down and Dominique divorces Karol, forcing him into the life of a metro beggar and eventually back to Poland. However, he never forgets Dominique and while building a new life for himself in Warsaw he begins to plot...",data/posters/308-three-colors-white.jpeg
310,Rent-a-Kid,"Drama, Family, Comedy",tt0114268,"Harry Habert, owner of a rent office has an original idea: To rent baby's from a nearby orphanage to the local families. He rents the Ward brother's to his first customers...",data/posters/310-rent-a-kid.jpeg
311,Relative Fear,"Drama, Horror, Thriller",tt0110965,Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,data/posters/311-relative-fear.jpeg
312,Stuart Saves His Family,"Comedy, Drama",tt0114571,"Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices. He loses his Public Access Cable Television Show, must beg his manipulative overbearing boss for his job back, rehabilitate his alcoholic father and drug abuser brother, and support his over-weight mother and sister in their lack of ability in handling their relationships with their husbands. Stuart is supported by his 12 step sponsors as a he regresses back to his negative behaviors each time he faces these challenges.",data/posters/312-stuart-saves-his-family.jpeg
313,The Swan Princess,"Animation, Comedy, Family, Fantasy, Musical, Romance",tt0111333,"As children, Prince Derek and Princess Odette are forced to spend their summers together by their widowed parents, who hope that the two will eventually fall in love and marry, so their two kingdoms will be united. As children and adolescents, Derek and Odette can't stand each other, but as young adults they begin to see each other in a different light and fall in love with each other. But one night things take a bad turn when Derek unintentionally offends Odette, who then refuses to marry him if he can't prove that he loves her for who she is and not just her beauty. Odette and her father are then attacked by Lord Rothbart, a vengeful sorcerer who was cast out of William's kingdom when he plotted against the king. In the form of a beast, Rothbart mortally wounds William, and kidnaps Odette then places her under a spell. Now it is up to Derek to rescue Odette by showing his undying love. But will he be in time?",data/posters/313-the-swan-princess.jpeg
314,The Secret of Roan Inish,"Drama, Family, Fantasy",tt0111112,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother washed out to sea in a cradle shaped like a boat; someone in the family believes the boy is being raised by the seals. Then Fiona catches sight of a naked little boy on the abandoned Isle of Roan Inish and takes an active role in uncovering he secret of Roan Inish.",data/posters/314-the-secret-of-roan-inish.jpeg
315,The Specialist,"Action, Drama, Thriller",tt0111255,"Ray Quick is a bomb expert who worked for the CIA along with a guy named Ned Trent, who's extremely demented. When they have a falling out, Ray becomes a freelancer who lives off the grid. A woman named May Munro contacts and wants him to kill the three men who killed her family years ago, who work for the Leon crime family. Ray does it and after killing the first one, the Leons need to find the one who did it and it turns out Ned is now working for them and they task him with finding the bomber. The Leons get him to work with the police and he looks for the bomber. In the meantime Ray, while working on getting the others, can't help but follow May wherever she goes.",data/posters/315-the-specialist.jpeg
316,Stargate,"Action, Adventure, Sci-Fi",tt0111282,"In 1928, in Egypt, a strange device is found by an expedition. In the present days, the outcast linguist Dr. Daniel Jackson is invited by a mysterious woman to decipher an ancient hieroglyph in a military facility. Soon he finds that the device was developed by an advanced civilization and opens a portal to teletransport to another planet. Dr. Jackson is invited to join a military team under the command of Colonel Jonathan 'Jack' O'Neil that will explore the new world. They find a land that recalls Egypt and humans in a primitive culture that worship and are slaves to Ra, the God of the Sun. But soon they discover the secret of the mysterious ""stargate"".",data/posters/316-stargate.jpeg
317,The Santa Clause,"Comedy, Drama, Family, Fantasy",tt0111070,"Divorcee Scott Calvin is disgusted to learn that his ex and her husband have tried - and failed - to break it easy to their 6-year-old son Charlie that Santa isn't real. On Christmas Eve, Scott reads The Night Before Christmas... then receives an unexpected visitor on his roof. When he's startled by Scott's calling out and falls, the Santa impersonator disappears, leaving only an 8-reindeer sleigh and a suit with instructions to put it on if he's involved in an accident. Scott does, and is transported around the town dropping gifts through chimneys until he's taken to the North Pole and informed by a group who claim they're elves that he is now Santa. Charlie is proud of his dad's new job, though Scott's convinced it's a dream. Until his hair turns white, his beard refuses to stay shaved, he gains weight inexplicably, even for his sudden love of junk food... Now he's accepted it, there's just one problem: how to keep it secret from his disbelieving family?",data/posters/317-the-santa-clause.jpeg
318,The Shawshank Redemption,Drama,tt0111161,"Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.",data/posters/318-the-shawshank-redemption.jpeg
319,Shallow Grave,"Crime, Thriller",tt0111149,"The new flatmate of three preexisting roommates turns up mysteriously dead but in possession of a large sum of money. When the roommates decide to keep it for themselves, their action sets in motion a destructive chain of events that spiral out of control.",data/posters/319-shallow-grave.jpeg
320,Suture,"Drama, Thriller",tt0108260,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",data/posters/320-suture.jpeg
321,Strawberry and Chocolate,"Comedy, Drama, Romance",tt0106966,"Diego, a cultivated, homosexual and skeptical young man, falls in love with a young heterosexual communist full of prejudices and doctrinal ideas. First come rejection and suspicion, but also fascination. Fresa y chocolate is a coming-of-age story, told through the development of a great friendship which overcomes incomprehension and intolerance.",data/posters/321-strawberry-and-chocolate.jpeg
322,Swimming with Sharks,"Comedy, Crime",tt0114594,"A young Hollywood executive becomes the assistant to a big time movie producer who is the worst boss imaginable: abusive, abrasive and cruel. But soon things turn around when the young executive kidnaps his boss and visits all the cruelties back on him.",data/posters/322-swimming-with-sharks.jpeg
324,The Sum of Us,"Comedy, Drama",tt0111309,"Set in Sydney, Australia. A (heterosexual) father and his gay son are trying to find Ms/Mr Right respectively. The film shows their relationships with one another and the objects of their affection as tradgedy strikes. There is no overt 'message' in the film, just a very natural, entertaining story-telling.",data/posters/324-the-sum-of-us.jpeg
325,Senior Trip,"Adventure, Comedy",tt0113936,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",data/posters/325-senior-trip.jpeg
326,To Live,"Drama, War",tt0110081,"Fugui and Jiazhen endure tumultuous events in China as their personal fortunes move from wealthy landownership to peasantry. Addicted to gambling, Fugui loses everything. In the years that follow he is pressed into both the nationalist and communist armies, while Jiazhen is forced into menial work. They raise a family and survive, managing ""to live"" from the 40's to the 70's in this epic, but personal, story of life through an amazing period.",data/posters/326-to-live.jpeg
